"구분별","상태별","시점","인원[명]",
"전체","신규","2020. 10. 12","97",
"전체","신규","2020. 10. 13","102",
"전체","신규","2020. 10. 14","84",
"전체","신규","2020. 10. 15","110",
"전체","신규","2020. 10. 16","47",
"전체","신규","2020. 10. 17","73",
"전체","신규","2020. 10. 18","91",
"전체","신규","2020. 10. 19","76",
"전체","신규","2020. 10. 20","58",
"전체","신규","2020. 10. 21","91",
"전체","신규","2020. 10. 22","121",
"전체","신규","2020. 10. 23","155",
"전체","신규","2020. 10. 24","77",
"전체","신규","2020. 10. 25","61",
"전체","신규","2020. 10. 26","119",
"전체","신규","2020. 10. 27","88",
"전체","신규","2020. 10. 28","103",
"전체","신규","2020. 10. 29","125",
"전체","신규","2020. 10. 30","114",
"전체","신규","2020. 10. 31","127",
"전체","신규","2020. 11. 01","124",
"전체","신규","2020. 11. 02","97",
"전체","신규","2020. 11. 03","75",
"전체","신규","2020. 11. 04","118",
"전체","신규","2020. 11. 05","125",
"전체","신규","2020. 11. 06","145",
"전체","신규","2020. 11. 07","89",
"전체","신규","2020. 11. 08","143",
"전체","신규","2020. 11. 09","126",
"전체","신규","2020. 11. 10","100",
"전체","신규","2020. 11. 11","146",
"전체","누적","2020. 01. 31","0",
"전체","누적","2020. 02. 03","0",
"전체","누적","2020. 02. 04","18",
"전체","누적","2020. 02. 05","19",
"전체","누적","2020. 02. 06","23",
"전체","누적","2020. 02. 07","24",
"전체","누적","2020. 02. 08","24",
"전체","누적","2020. 02. 09","27",
"전체","누적","2020. 02. 10","27",
"전체","누적","2020. 02. 11","28",
"전체","누적","2020. 02. 12","28",
"전체","누적","2020. 02. 13","28",
"전체","누적","2020. 02. 14","28",
"전체","누적","2020. 02. 15","28",
"전체","누적","2020. 02. 16","29",
"전체","누적","2020. 02. 17","30",
"전체","누적","2020. 02. 18","31",
"전체","누적","2020. 02. 19","51",
"전체","누적","2020. 02. 20","104",
"전체","누적","2020. 02. 21","204",
"전체","누적","2020. 02. 22","433",
"전체","누적","2020. 02. 23","602",
"전체","누적","2020. 02. 24","833",
"전체","누적","2020. 02. 25","977",
"전체","누적","2020. 02. 26","1261",
"전체","누적","2020. 02. 27","1766",
"전체","누적","2020. 02. 28","2337",
"전체","누적","2020. 02. 29","3150",
"전체","누적","2020. 03. 01","3736",
"전체","누적","2020. 03. 02","4212",
"전체","누적","2020. 03. 03","4812",
"전체","누적","2020. 03. 04","5328",
"전체","누적","2020. 03. 05","5766",
"전체","누적","2020. 03. 06","6284",
"전체","누적","2020. 03. 07","6767",
"전체","누적","2020. 03. 08","7134",
"전체","누적","2020. 03. 09","7382",
"전체","누적","2020. 03. 10","7513",
"전체","누적","2020. 03. 11","7755",
"전체","누적","2020. 03. 12","7869",
"전체","누적","2020. 03. 13","7979",
"전체","누적","2020. 03. 14","8086",
"전체","누적","2020. 03. 15","8162",
"전체","누적","2020. 03. 16","8236",
"전체","누적","2020. 03. 17","8320",
"전체","누적","2020. 03. 18","8413",
"전체","누적","2020. 03. 19","8565",
"전체","누적","2020. 03. 20","8652",
"전체","누적","2020. 03. 21","8799",
"전체","누적","2020. 03. 22","8897",
"전체","누적","2020. 03. 23","8961",
"전체","누적","2020. 03. 24","9037",
"전체","누적","2020. 03. 25","9137",
"전체","누적","2020. 03. 26","9241",
"전체","누적","2020. 03. 27","9332",
"전체","누적","2020. 03. 28","9478",
"전체","누적","2020. 03. 29","9583",
"전체","누적","2020. 03. 30","9661",
"전체","누적","2020. 03. 31","9786",
"전체","누적","2020. 04. 01","9887",
"전체","누적","2020. 04. 02","9976",
"전체","누적","2020. 04. 03","10062",
"전체","누적","2020. 04. 04","10156",
"전체","누적","2020. 04. 05","10237",
"전체","누적","2020. 04. 06","10284",
"전체","누적","2020. 04. 07","10331",
"전체","누적","2020. 04. 08","10384",
"전체","누적","2020. 04. 09","10423",
"전체","누적","2020. 04. 10","10450",
"전체","누적","2020. 04. 11","10480",
"전체","누적","2020. 04. 12","10512",
"전체","누적","2020. 04. 13","10537",
"전체","누적","2020. 04. 14","10564",
"전체","누적","2020. 04. 15","10591",
"전체","누적","2020. 04. 16","10613",
"전체","누적","2020. 04. 17","10635",
"전체","누적","2020. 04. 18","10653",
"전체","누적","2020. 04. 19","10661",
"전체","누적","2020. 04. 20","10674",
"전체","누적","2020. 04. 21","10683",
"전체","누적","2020. 04. 22","10694",
"전체","누적","2020. 04. 23","10702",
"전체","누적","2020. 04. 24","10708",
"전체","누적","2020. 04. 25","10718",
"전체","누적","2020. 04. 26","10728",
"전체","누적","2020. 04. 27","10738",
"전체","누적","2020. 04. 28","10752",
"전체","누적","2020. 04. 29","10761",
"전체","누적","2020. 04. 30","10765",
"전체","누적","2020. 05. 01","10774",
"전체","누적","2020. 05. 02","10780",
"전체","누적","2020. 05. 03","10793",
"전체","누적","2020. 05. 04","10801",
"전체","누적","2020. 05. 05","10804",
"전체","누적","2020. 05. 06","10806",
"전체","누적","2020. 05. 07","10810",
"전체","누적","2020. 05. 08","10822",
"전체","누적","2020. 05. 09","10840",
"전체","누적","2020. 05. 10","10874",
"전체","누적","2020. 05. 11","10909",
"전체","누적","2020. 05. 12","10936",
"전체","누적","2020. 05. 13","10962",
"전체","누적","2020. 05. 14","10991",
"전체","누적","2020. 05. 15","11018",
"전체","누적","2020. 05. 16","11037",
"전체","누적","2020. 05. 17","11050",
"전체","누적","2020. 05. 18","11065",
"전체","누적","2020. 05. 19","11078",
"전체","누적","2020. 05. 20","11110",
"전체","누적","2020. 05. 21","11122",
"전체","누적","2020. 05. 22","11142",
"전체","누적","2020. 05. 23","11165",
"전체","누적","2020. 05. 24","11190",
"전체","누적","2020. 05. 25","11206",
"전체","누적","2020. 05. 26","11225",
"전체","누적","2020. 05. 27","11265",
"전체","누적","2020. 05. 28","11344",
"전체","누적","2020. 05. 29","11402",
"전체","누적","2020. 05. 30","11441",
"전체","누적","2020. 05. 31","11468",
"전체","누적","2020. 06. 01","11503",
"전체","누적","2020. 06. 02","11541",
"전체","누적","2020. 06. 03","11590",
"전체","누적","2020. 06. 04","11629",
"전체","누적","2020. 06. 05","11668",
"전체","누적","2020. 06. 06","11719",
"전체","누적","2020. 06. 07","11776",
"전체","누적","2020. 06. 08","11814",
"전체","누적","2020. 06. 09","11852",
"전체","누적","2020. 06. 10","11902",
"전체","누적","2020. 06. 11","11947",
"전체","누적","2020. 06. 12","12003",
"전체","누적","2020. 06. 13","12051",
"전체","누적","2020. 06. 14","12085",
"전체","누적","2020. 06. 15","12121",
"전체","누적","2020. 06. 16","12155",
"전체","누적","2020. 06. 17","12198",
"전체","누적","2020. 06. 18","12257",
"전체","누적","2020. 06. 19","12306",
"전체","누적","2020. 06. 20","12373",
"전체","누적","2020. 06. 21","12421",
"전체","누적","2020. 06. 22","12438",
"전체","누적","2020. 06. 23","12484",
"전체","누적","2020. 06. 24","12535",
"전체","누적","2020. 06. 25","12563",
"전체","누적","2020. 06. 26","12602",
"전체","누적","2020. 06. 27","12653",
"전체","누적","2020. 06. 28","12715",
"전체","누적","2020. 06. 29","12757",
"전체","누적","2020. 06. 30","12800",
"전체","누적","2020. 07. 01","12850",
"전체","누적","2020. 07. 02","12904",
"전체","누적","2020. 07. 03","12967",
"전체","누적","2020. 07. 04","13030",
"전체","누적","2020. 07. 05","13091",
"전체","누적","2020. 07. 06","13137",
"전체","누적","2020. 07. 07","13181",
"전체","누적","2020. 07. 08","13244",
"전체","누적","2020. 07. 09","13293",
"전체","누적","2020. 07. 10","13338",
"전체","누적","2020. 07. 11","13373",
"전체","누적","2020. 07. 12","13417",
"전체","누적","2020. 07. 13","13479",
"전체","누적","2020. 07. 14","13512",
"전체","누적","2020. 07. 15","13551",
"전체","누적","2020. 07. 16","13612",
"전체","누적","2020. 07. 17","13672",
"전체","누적","2020. 07. 18","13711",
"전체","누적","2020. 07. 19","13745",
"전체","누적","2020. 07. 20","13771",
"전체","누적","2020. 07. 21","13816",
"전체","누적","2020. 07. 22","13879",
"전체","누적","2020. 07. 23","13938",
"전체","누적","2020. 07. 24","13979",
"전체","누적","2020. 07. 25","14092",
"전체","누적","2020. 07. 26","14150",
"전체","누적","2020. 07. 27","14175",
"전체","누적","2020. 07. 28","14203",
"전체","누적","2020. 07. 29","14251",
"전체","누적","2020. 07. 30","14269",
"전체","누적","2020. 07. 31","14305",
"전체","누적","2020. 08. 01","14336",
"전체","누적","2020. 08. 02","14366",
"전체","누적","2020. 08. 03","14389",
"전체","누적","2020. 08. 04","14423",
"전체","누적","2020. 08. 05","14456",
"전체","누적","2020. 08. 06","14499",
"전체","누적","2020. 08. 07","14519",
"전체","누적","2020. 08. 08","14562",
"전체","누적","2020. 08. 09","14598",
"전체","누적","2020. 08. 10","14626",
"전체","누적","2020. 08. 11","14660",
"전체","누적","2020. 08. 12","14714",
"전체","누적","2020. 08. 13","14770",
"전체","누적","2020. 08. 14","14873",
"전체","누적","2020. 08. 15","15039",
"전체","누적","2020. 08. 16","15318",
"전체","누적","2020. 08. 17","15515",
"전체","누적","2020. 08. 18","15761",
"전체","누적","2020. 08. 19","16058",
"전체","누적","2020. 08. 20","16346",
"전체","누적","2020. 08. 21","16670",
"전체","누적","2020. 08. 22","17002",
"전체","누적","2020. 08. 23","17399",
"전체","누적","2020. 08. 24","17665",
"전체","누적","2020. 08. 25","17945",
"전체","누적","2020. 08. 26","18265",
"전체","누적","2020. 08. 27","18706",
"전체","누적","2020. 08. 28","19077",
"전체","누적","2020. 08. 29","19400",
"전체","누적","2020. 08. 30","19699",
"전체","누적","2020. 08. 31","19947",
"전체","누적","2020. 09. 01","20182",
"전체","누적","2020. 09. 02","20449",
"전체","누적","2020. 09. 03","20644",
"전체","누적","2020. 09. 04","20842",
"전체","누적","2020. 09. 05","21010",
"전체","누적","2020. 09. 06","21177",
"전체","누적","2020. 09. 07","21296",
"전체","누적","2020. 09. 08","21432",
"전체","누적","2020. 09. 09","21588",
"전체","누적","2020. 09. 10","21743",
"전체","누적","2020. 09. 11","21919",
"전체","누적","2020. 09. 12","22055",
"전체","누적","2020. 09. 13","22176",
"전체","누적","2020. 09. 14","22285",
"전체","누적","2020. 09. 15","22391",
"전체","누적","2020. 09. 16","22504",
"전체","누적","2020. 09. 17","22657",
"전체","누적","2020. 09. 18","22783",
"전체","누적","2020. 09. 19","22893",
"전체","누적","2020. 09. 20","22975",
"전체","누적","2020. 09. 21","23045",
"전체","누적","2020. 09. 22","23106",
"전체","누적","2020. 09. 23","23216",
"전체","누적","2020. 09. 24","23341",
"전체","누적","2020. 09. 25","23455",
"전체","누적","2020. 09. 26","23516",
"전체","누적","2020. 09. 27","23611",
"전체","누적","2020. 09. 28","23661",
"전체","누적","2020. 09. 29","23699",
"전체","누적","2020. 09. 30","23812",
"전체","누적","2020. 10. 01","23889",
"전체","누적","2020. 10. 02","23952",
"전체","누적","2020. 10. 03","24027",
"전체","누적","2020. 10. 04","24091",
"전체","누적","2020. 10. 05","24164",
"전체","누적","2020. 10. 06","24239",
"전체","누적","2020. 10. 07","24353",
"전체","누적","2020. 10. 08","24422",
"전체","누적","2020. 10. 09","24476",
"전체","누적","2020. 10. 10","24548",
"전체","누적","2020. 10. 11","24606",
"전체","누적","2020. 10. 12","24703",
"전체","누적","2020. 10. 13","24805",
"전체","누적","2020. 10. 14","24889",
"전체","누적","2020. 10. 15","24988",
"전체","누적","2020. 10. 16","25035",
"전체","누적","2020. 10. 17","25108",
"전체","누적","2020. 10. 18","25199",
"전체","누적","2020. 10. 19","25275",
"전체","누적","2020. 10. 20","25333",
"전체","누적","2020. 10. 21","25424",
"전체","누적","2020. 10. 22","25543",
"전체","누적","2020. 10. 23","25698",
"전체","누적","2020. 10. 24","25775",
"전체","누적","2020. 10. 25","25836",
"전체","누적","2020. 10. 26","25955",
"전체","누적","2020. 10. 27","26043",
"전체","누적","2020. 10. 28","26146",
"전체","누적","2020. 10. 29","26271",
"전체","누적","2020. 10. 30","26385",
"전체","누적","2020. 10. 31","26511",
"전체","누적","2020. 11. 01","26635",
"전체","누적","2020. 11. 02","26732",
"전체","누적","2020. 11. 03","26807",
"전체","누적","2020. 11. 04","26925",
"전체","누적","2020. 11. 05","27050",
"전체","누적","2020. 11. 06","27195",
"전체","누적","2020. 11. 07","27284",
"전체","누적","2020. 11. 08","27427",
"전체","누적","2020. 11. 09","27553",
"전체","누적","2020. 11. 10","27653",
"전체","누적","2020. 11. 11","27799",
"전체","증감","2020. 01. 31","",
"전체","증감","2020. 02. 03","",
"전체","증감","2020. 02. 04","",
"전체","증감","2020. 02. 05","",
"전체","증감","2020. 02. 06","",
"전체","증감","2020. 02. 07","",
"전체","증감","2020. 02. 08","",
"전체","증감","2020. 02. 09","",
"전체","증감","2020. 02. 10","",
"전체","증감","2020. 02. 11","",
"전체","증감","2020. 02. 12","",
"전체","증감","2020. 02. 13","",
"전체","증감","2020. 02. 14","",
"전체","증감","2020. 02. 15","",
"전체","증감","2020. 02. 16","",
"전체","증감","2020. 02. 17","",
"전체","증감","2020. 02. 18","",
"전체","증감","2020. 02. 19","",
"전체","증감","2020. 02. 20","",
"전체","증감","2020. 02. 21","",
"전체","증감","2020. 02. 22","",
"전체","증감","2020. 02. 23","",
"전체","증감","2020. 02. 24","",
"전체","증감","2020. 02. 25","",
"전체","증감","2020. 02. 26","",
"전체","증감","2020. 02. 27","",
"전체","증감","2020. 02. 28","",
"전체","증감","2020. 02. 29","",
"전체","증감","2020. 03. 01","",
"전체","증감","2020. 03. 02","",
"전체","증감","2020. 03. 03","591",
"전체","증감","2020. 03. 04","505",
"전체","증감","2020. 03. 05","388",
"전체","증감","2020. 03. 06","491",
"전체","증감","2020. 03. 07","471",
"전체","증감","2020. 03. 08","349",
"전체","증감","2020. 03. 09","211",
"전체","증감","2020. 03. 10","47",
"전체","증감","2020. 03. 11","195",
"전체","증감","2020. 03. 12","63",
"전체","증감","2020. 03. 13","-68",
"전체","증감","2020. 03. 14","-102",
"전체","증감","2020. 03. 15","-47",
"전체","증감","2020. 03. 16","-229",
"전체","증감","2020. 03. 17","-186",
"전체","증감","2020. 03. 18","-49",
"전체","증감","2020. 03. 19","-262",
"전체","증감","2020. 03. 20","-202",
"전체","증감","2020. 03. 21","-240",
"전체","증감","2020. 03. 22","-201",
"전체","증감","2020. 03. 23","-200",
"전체","증감","2020. 03. 24","-274",
"전체","증감","2020. 03. 25","-129",
"전체","증감","2020. 03. 26","-315",
"전체","증감","2020. 03. 27","-301",
"전체","증감","2020. 03. 28","-142",
"전체","증감","2020. 03. 29","-125",
"전체","증감","2020. 03. 30","-123",
"전체","증감","2020. 03. 31","-59",
"전체","증감","2020. 04. 01","-61",
"전체","증감","2020. 04. 02","-176",
"전체","증감","2020. 04. 03","-112",
"전체","증감","2020. 04. 04","-213",
"전체","증감","2020. 04. 05","-63",
"전체","증감","2020. 04. 06","-91",
